alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks
alert113524,txn10013524,suspicious_login,2025-06-07 20:55:47.271251,True,2025-06-09 17:55:47.271251,Type sound special.
alert198754,txn10098754,suspicious_login,2023-07-06 15:18:11.283907,False,,Benefit student country how feel simply lot.
alert143678,txn10043678,frequent_failure,2025-06-18 00:50:06.272783,True,2025-06-19 07:50:06.272783,Pick own ten sign bag.
alert182558,txn10082558,suspicious_login,2024-09-16 22:34:42.299963,True,2024-09-19 13:34:42.299963,Least parent upon fire soldier sense.
alert136474,txn10036474,unusual_amount,2024-10-17 08:52:06.727373,True,2024-10-20 02:52:06.727373,Product boy hospital with.
alert128807,txn10028807,unusual_time,2025-08-06 07:18:11.140946,True,2025-08-06 08:06:42.019294,Keep door set across watch.
alert136007,txn10036007,frequent_failure,2025-08-02 04:28:56.734970,True,2025-08-04 16:28:56.734970,Other half place small although they.
alert129118,txn10029118,suspicious_login,2023-12-14 12:35:40.502679,True,2023-12-16 17:35:40.502679,Make experience history international knowledge simply whole.
alert103019,txn10003019,suspicious_login,2025-03-16 00:37:56.052449,False,,Anything wide bar tonight allow operation certainly.
alert143397,txn10043397,unusual_amount,2025-05-05 12:07:45.784271,False,,Time open half enter and customer rule.
alert185636,txn10085636,frequent_failure,2024-01-12 09:59:33.936717,True,2024-01-13 19:59:33.936717,Make well take music imagine.
alert109063,txn10009063,frequent_failure,2024-01-27 00:21:26.103827,True,2024-01-29 01:21:26.103827,Morning project soon would she happen respond.
alert113940,txn10013940,suspicious_login,2024-03-25 18:05:21.184129,True,2024-03-28 01:05:21.184129,Thus number state.
alert156319,txn10056319,suspicious_login,2024-11-04 20:28:09.706922,True,2024-11-06 04:28:09.706922,Lead stuff understand month.
alert151548,txn10051548,unusual_amount,2024-09-17 21:38:19.917650,True,2024-09-19 11:38:19.917650,Goal art kid near doctor step.
alert153063,txn10053063,unusual_amount,2025-07-09 10:12:53.054360,True,2025-07-09 13:12:53.054360,Another million heart young market course.
alert179535,txn10079535,frequent_failure,2023-12-31 20:43:28.554543,True,2024-01-01 10:43:28.554543,Thing think thus soldier.
alert134119,txn10034119,unusual_time,2025-03-13 08:21:19.933754,True,2025-03-14 21:21:19.933754,Week bring wear difficult cut much.
alert183960,txn10083960,suspicious_login,2025-06-22 18:48:39.385204,True,2025-06-23 09:48:39.385204,Theory factor local again practice focus.
alert194161,txn10094161,suspicious_login,2021-12-16 19:01:12.330844,True,2021-12-19 00:01:12.330844,Spring clear common peace.
alert190981,txn10090981,unusual_time,2025-01-10 09:50:54.146212,True,2025-01-10 23:50:54.146212,Simply else current hope.
alert187499,txn10087499,unusual_time,2025-08-05 02:31:18.077743,True,2025-08-06 08:06:42.021713,Talk voice camera sign to action.
alert170279,txn10070279,unusual_time,2023-05-19 01:47:30.529900,True,2023-05-19 16:47:30.529900,Machine various civil when so.
alert129641,txn10029641,unusual_time,2025-02-28 07:56:09.515829,True,2025-03-03 07:56:09.515829,Bag at owner affect none player.
alert109279,txn10009279,suspicious_login,2025-06-03 00:26:49.043699,False,,Worker trip recently much age method respond.
alert134892,txn10034892,unusual_amount,2024-07-31 05:26:50.078721,True,2024-08-01 17:26:50.078721,Center particular eight seek sure sea.
alert137894,txn10037894,suspicious_login,2025-07-07 22:33:36.716333,False,,Mention detail another movie test their yes sing.
alert134018,txn10034018,unusual_amount,2024-11-11 15:50:35.109457,True,2024-11-11 20:50:35.109457,Character space treatment owner many entire under detail.
alert145043,txn10045043,unusual_amount,2025-03-12 04:57:01.809254,True,2025-03-14 01:57:01.809254,Road management organization amount likely perform hard.
alert183445,txn10083445,suspicious_login,2025-04-27 00:36:10.939809,True,2025-04-28 12:36:10.939809,Require career mention anyone president.
alert153214,txn10053214,unusual_amount,2025-07-30 09:12:17.310354,True,2025-07-31 00:12:17.310354,Through money recent nothing save.
alert115224,txn10015224,unusual_time,2025-02-14 22:12:07.970215,True,2025-02-15 09:12:07.970215,Since professional need job part your.
alert106435,txn10006435,frequent_failure,2024-03-02 04:31:24.391054,True,2024-03-04 15:31:24.391054,Red matter answer be.
alert154510,txn10054510,frequent_failure,2024-08-20 22:25:41.138384,True,2024-08-21 07:25:41.138384,Too involve election money smile open cause.
alert161704,txn10061704,unusual_amount,2025-05-09 05:24:09.052999,False,,Drive hope artist better produce page.
alert170210,txn10070210,suspicious_login,2025-06-30 19:37:46.326375,True,2025-07-01 23:37:46.326375,Make side movie size make himself need either.
alert143629,txn10043629,suspicious_login,2025-06-10 18:23:33.012444,True,2025-06-13 13:23:33.012444,Start human in.
alert162523,txn10062523,unusual_time,2023-09-10 12:06:23.755656,True,2023-09-11 23:06:23.755656,Against bill her prove expect while conference where.
alert127065,txn10027065,unusual_amount,2025-03-19 11:29:25.346562,True,2025-03-21 02:29:25.346562,Beautiful stage structure rest.
alert136445,txn10036445,unusual_time,2025-07-26 22:42:58.099462,True,2025-07-28 19:42:58.099462,Claim guess because hand late.
alert169416,txn10069416,unusual_time,2025-02-09 10:38:03.323300,True,2025-02-12 02:38:03.323300,Create decision whole agree bank natural.
alert190174,txn10090174,unusual_amount,2025-05-17 00:51:16.691509,True,2025-05-18 19:51:16.691509,Political plan them former your.
alert179081,txn10079081,frequent_failure,2025-03-19 10:44:47.687265,True,2025-03-19 17:44:47.687265,Woman front space ten almost.
alert191763,txn10091763,unusual_amount,2025-05-05 08:20:50.116178,True,2025-05-07 07:20:50.116178,Remember forward main indeed talk leave.
alert195323,txn10095323,frequent_failure,2023-12-28 08:03:40.138814,True,2023-12-28 17:03:40.138814,Realize great here forget doctor wind.
alert171596,txn10071596,unusual_time,2024-08-06 19:09:59.825641,True,2024-08-07 04:09:59.825641,Seven hit relationship successful walk baby behavior state.
alert150888,txn10050888,frequent_failure,2025-07-26 17:37:38.433232,True,2025-07-26 21:37:38.433232,Cold out person stay story.
alert167772,txn10067772,suspicious_login,2025-05-10 05:43:24.393125,True,2025-05-10 16:43:24.393125,Itself concern rule.
alert156177,txn10056177,frequent_failure,2025-02-24 19:19:11.013343,True,2025-02-25 01:19:11.013343,Summer read raise risk likely network late.
alert171410,txn10071410,suspicious_login,2025-05-05 20:28:00.940159,False,,Tough mission series animal different condition.
alert138444,txn10038444,unusual_time,2024-09-09 07:25:10.824858,True,2024-09-11 08:25:10.824858,Piece consumer far find benefit measure pretty.
alert116362,txn10016362,suspicious_login,2025-05-27 23:08:08.860396,True,2025-05-28 05:08:08.860396,Everyone effect return.
alert132696,txn10032696,unusual_amount,2025-06-13 20:33:35.647082,True,2025-06-15 11:33:35.647082,Fact whom evening population thought.
alert105348,txn10005348,unusual_amount,2024-10-05 08:50:04.885519,True,2024-10-07 02:50:04.885519,Scientist seek push speech choose market perform.
alert106672,txn10006672,unusual_amount,2025-06-11 22:30:26.088724,True,2025-06-13 02:30:26.088724,Program they kitchen maybe wife activity.
alert152141,txn10052141,unusual_time,2025-07-12 05:49:43.557374,True,2025-07-13 21:49:43.557374,Military on share letter three.
alert160323,txn10060323,unusual_amount,2025-08-02 23:41:13.867957,True,2025-08-03 05:41:13.867957,High natural check major realize.
alert146369,txn10046369,frequent_failure,2025-02-23 00:35:58.802993,False,,Task glass purpose until cell those.
alert102687,txn10002687,frequent_failure,2024-12-29 07:48:04.501894,True,2024-12-31 02:48:04.501894,Site third firm food.
alert106088,txn10006088,unusual_amount,2025-05-14 05:41:22.454630,True,2025-05-16 10:41:22.454630,Old degree organization condition activity according see.
alert111616,txn10011616,unusual_time,2022-10-11 07:39:06.174834,True,2022-10-12 01:39:06.174834,Notice anything sport.
alert118167,txn10018167,suspicious_login,2024-02-23 17:47:54.750562,True,2024-02-24 00:47:54.750562,Edge agency have do.
alert149293,txn10049293,frequent_failure,2025-05-03 01:51:05.990708,True,2025-05-04 21:51:05.990708,Great when want conference head military.
alert114015,txn10014015,suspicious_login,2025-08-05 00:07:21.141605,True,2025-08-05 13:07:21.141605,Direction fly office character truth TV middle value.
alert198379,txn10098379,unusual_amount,2024-12-08 13:07:12.503450,True,2024-12-11 02:07:12.503450,Believe visit system view even.
alert184708,txn10084708,frequent_failure,2025-08-04 17:20:50.690516,True,2025-08-05 18:20:50.690516,Significant opportunity traditional those.
alert128232,txn10028232,frequent_failure,2025-08-02 12:38:39.666604,True,2025-08-03 12:38:39.666604,Practice anything act building national arm.
alert164204,txn10064204,frequent_failure,2024-09-08 09:05:29.719231,True,2024-09-10 17:05:29.719231,Commercial hand half success then.
alert172251,txn10072251,suspicious_login,2025-02-25 07:00:05.886566,True,2025-02-27 07:00:05.886566,Response nothing body adult finally a.
alert143886,txn10043886,unusual_amount,2022-04-27 03:56:28.087915,True,2022-04-29 10:56:28.087915,Between vote within individual pay.
alert104236,txn10004236,unusual_amount,2025-07-15 19:40:36.479204,True,2025-07-16 16:40:36.479204,Goal again agreement recognize increase you laugh administration.
alert182816,txn10082816,suspicious_login,2025-01-21 16:50:09.148863,True,2025-01-22 03:50:09.148863,Skin low girl poor figure.
alert105774,txn10005774,frequent_failure,2024-04-11 23:51:45.085633,True,2024-04-14 23:51:45.085633,Series significant policy but note cut appear.
alert149142,txn10049142,unusual_time,2023-10-29 11:55:40.682217,True,2023-10-29 19:55:40.682217,Mention whole indicate real truth.
alert102686,txn10002686,unusual_time,2025-07-24 12:10:26.618278,True,2025-07-26 14:10:26.618278,Stay nearly draw.
alert135050,txn10035050,suspicious_login,2025-07-10 11:09:45.768695,False,,Recognize unit car cell fear sea once.
alert197381,txn10097381,frequent_failure,2025-06-28 04:59:06.275939,True,2025-06-28 17:59:06.275939,Management blood reflect five impact.
alert189997,txn10089997,suspicious_login,2025-01-16 22:07:37.822901,True,2025-01-17 01:07:37.822901,Reach even interest suffer.
alert166207,txn10066207,suspicious_login,2025-07-25 18:40:13.017755,True,2025-07-26 19:40:13.017755,Son time stay put few indicate still officer.
alert135129,txn10035129,unusual_time,2025-01-05 04:16:54.401417,True,2025-01-05 07:16:54.401417,Player event save term condition.
alert156663,txn10056663,unusual_time,2025-05-27 03:16:10.373314,True,2025-05-27 23:16:10.373314,And they level product type.
alert127922,txn10027922,unusual_time,2024-02-26 12:08:52.930722,True,2024-02-27 07:08:52.930722,News less film perhaps event attention system.
alert123462,txn10023462,suspicious_login,2025-01-05 00:12:14.255760,True,2025-01-05 21:12:14.255760,Issue alone water generation eye air smile.
alert172914,txn10072914,frequent_failure,2025-08-06 04:54:15.776847,True,2025-08-06 08:06:42.031000,Mind clear go support language treat look.
alert199144,txn10099144,frequent_failure,2024-09-09 14:07:11.926754,True,2024-09-12 06:07:11.926754,Model able relationship note able establish.
alert123829,txn10023829,frequent_failure,2023-11-29 21:11:25.523655,True,2023-11-30 03:11:25.523655,Institution test dark memory.
alert143051,txn10043051,frequent_failure,2024-10-19 07:45:40.331790,True,2024-10-19 21:45:40.331790,Issue hard message situation energy lead hundred.
alert135154,txn10035154,frequent_failure,2025-04-03 14:30:13.067160,True,2025-04-05 00:30:13.067160,Describe enjoy movie water agency education physical.
alert153811,txn10053811,frequent_failure,2024-08-12 15:38:11.380462,True,2024-08-15 07:38:11.380462,North choice ask need space maybe media every.
alert178186,txn10078186,unusual_amount,2025-06-26 20:03:11.156124,True,2025-06-27 20:03:11.156124,Network father why population hear loss.
alert153822,txn10053822,frequent_failure,2025-08-01 07:55:27.696514,True,2025-08-04 06:55:27.696514,Cup cover choice and near.
alert152446,txn10052446,frequent_failure,2025-07-27 12:13:16.494082,True,2025-07-27 21:13:16.494082,Language add probably first.
alert160532,txn10060532,unusual_time,2025-07-04 18:54:55.357130,True,2025-07-07 08:54:55.357130,Left start base.
alert181110,txn10081110,unusual_time,2024-05-23 01:35:59.131930,True,2024-05-23 05:35:59.131930,Truth financial citizen either.
alert160084,txn10060084,unusual_time,2024-04-04 20:45:44.367868,True,2024-04-06 03:45:44.367868,Call space alone with enjoy might by agent.
alert141393,txn10041393,suspicious_login,2025-05-06 07:42:32.088216,False,,So your program probably manager citizen book process.
alert164965,txn10064965,unusual_time,2025-08-03 12:11:22.407262,False,,Key research audience deep pay western.
alert161001,txn10061001,suspicious_login,2025-06-04 19:11:25.288979,False,,Not him own night even.
alert160433,txn10060433,frequent_failure,2024-07-13 07:23:18.735702,True,2024-07-16 04:23:18.735702,Difficult system them more at without trial.
alert196682,txn10096682,unusual_time,2025-05-06 01:33:20.372486,True,2025-05-08 22:33:20.372486,Us year station get part.
alert147309,txn10047309,unusual_amount,2025-07-26 20:20:59.101718,True,2025-07-28 01:20:59.101718,Until usually deep successful sister require agent.
alert160725,txn10060725,frequent_failure,2025-08-05 23:38:36.936940,True,2025-08-06 00:38:36.936940,Way not home analysis might glass.
alert137076,txn10037076,suspicious_login,2025-06-25 13:55:49.950297,True,2025-06-27 10:55:49.950297,Somebody present maybe consumer project must.
alert137821,txn10037821,suspicious_login,2025-04-05 20:22:41.425690,False,,Look card record.
alert120317,txn10020317,unusual_time,2024-12-26 21:00:04.740871,True,2024-12-28 04:00:04.740871,Relationship across reality.
alert134797,txn10034797,suspicious_login,2025-07-10 09:47:29.427316,True,2025-07-11 23:47:29.427316,Region well head number true.
alert152874,txn10052874,suspicious_login,2024-11-25 17:33:18.916982,True,2024-11-28 12:33:18.916982,Report set as also up.
alert196137,txn10096137,frequent_failure,2025-03-03 15:39:21.347877,True,2025-03-06 09:39:21.347877,Once practice pick.
alert117331,txn10017331,suspicious_login,2025-02-06 01:22:07.330300,False,,Suggest science necessary office.
alert188996,txn10088996,unusual_amount,2024-12-13 12:38:19.497665,True,2024-12-14 22:38:19.497665,Her former guy.
alert108544,txn10008544,frequent_failure,2024-12-02 15:45:52.673510,True,2024-12-02 20:45:52.673510,Successful plan season fine laugh store also.
alert144490,txn10044490,suspicious_login,2025-05-24 09:41:51.433637,True,2025-05-24 11:41:51.433637,Turn husband space early away.
alert123609,txn10023609,suspicious_login,2021-06-23 16:52:19.965512,False,,Movement very production you physical.
alert178741,txn10078741,suspicious_login,2025-07-30 00:39:45.261797,True,2025-08-01 21:39:45.261797,State test whole front.
alert165874,txn10065874,suspicious_login,2025-07-28 03:17:03.331983,False,,Discover tax another.
alert125536,txn10025536,unusual_time,2025-07-11 04:52:38.404662,True,2025-07-12 19:52:38.404662,Produce market establish firm public state us.
alert170584,txn10070584,frequent_failure,2025-01-29 09:58:49.386907,True,2025-01-30 06:58:49.386907,Can attorney data maybe which adult development point.
alert157768,txn10057768,suspicious_login,2024-10-15 22:19:05.297994,False,,Away successful one feel contain option.
alert196810,txn10096810,unusual_time,2025-02-05 13:10:28.197693,True,2025-02-06 09:10:28.197693,Catch market between house white.
alert153243,txn10053243,unusual_amount,2024-07-05 13:57:15.508053,True,2024-07-05 23:57:15.508053,Agent else trouble their officer.
alert183588,txn10083588,suspicious_login,2025-07-11 17:34:27.448575,True,2025-07-12 10:34:27.448575,Support really education husband hope cause beat.
alert125472,txn10025472,suspicious_login,2024-10-12 06:28:34.003006,False,,Continue pull know son exactly protect present prove.
alert119212,txn10019212,unusual_time,2025-07-04 15:20:04.423343,True,2025-07-05 07:20:04.423343,Must sister lot tree.
alert181670,txn10081670,frequent_failure,2024-10-13 20:46:42.495055,True,2024-10-14 19:46:42.495055,Long operation color over.
alert150901,txn10050901,unusual_amount,2025-06-02 11:16:34.834817,True,2025-06-04 14:16:34.834817,Create allow look room stand before.
alert108945,txn10008945,frequent_failure,2024-04-12 05:10:10.635298,True,2024-04-12 10:10:10.635298,Turn discuss leave still return big role happy.
alert175410,txn10075410,unusual_time,2025-07-28 06:42:59.193238,True,2025-07-30 03:42:59.193238,Continue great report stock foot store left.
alert160883,txn10060883,frequent_failure,2025-05-05 00:58:14.528716,True,2025-05-07 16:58:14.528716,Citizen decide challenge gas style cost.
alert192960,txn10092960,frequent_failure,2025-02-28 04:14:07.248438,True,2025-03-01 21:14:07.248438,Girl major radio effort consider attorney bar kind.
alert130733,txn10030733,unusual_time,2025-06-05 12:07:38.366725,True,2025-06-06 13:07:38.366725,Budget machine born which cost foreign policy form.
alert170947,txn10070947,unusual_time,2025-03-13 07:30:32.098104,True,2025-03-14 02:30:32.098104,Window four there bank.
alert154988,txn10054988,unusual_time,2025-07-05 01:48:19.844694,True,2025-07-05 16:48:19.844694,Network prepare five.
alert175970,txn10075970,frequent_failure,2022-10-16 11:17:56.626466,False,,Sell behind stock chance across though run either.
alert157810,txn10057810,unusual_amount,2025-07-31 22:11:53.370524,True,2025-08-01 20:11:53.370524,Black lawyer early strategy information ever.
alert131173,txn10031173,suspicious_login,2025-05-05 08:14:47.743023,True,2025-05-06 01:14:47.743023,Find answer drop assume.
alert107014,txn10007014,frequent_failure,2024-04-16 19:15:38.526857,True,2024-04-17 21:15:38.526857,Body maybe page onto mention.
alert176669,txn10076669,suspicious_login,2025-03-13 16:04:43.909908,True,2025-03-15 06:04:43.909908,Reduce early option common guess growth national.
alert108081,txn10008081,unusual_time,2024-10-18 04:39:53.318681,True,2024-10-21 03:39:53.318681,Front involve language realize clearly.
alert115445,txn10015445,frequent_failure,2024-06-14 13:02:06.093071,True,2024-06-16 19:02:06.093071,Wear human structure plan policy many seem.
alert162083,txn10062083,suspicious_login,2024-04-11 04:15:43.388921,True,2024-04-12 08:15:43.388921,Total partner space sea someone.
alert137222,txn10037222,frequent_failure,2025-08-05 20:50:21.164314,True,2025-08-06 08:06:42.038859,Inside suffer thus design give.
alert134932,txn10034932,suspicious_login,2024-03-10 12:20:18.870507,True,2024-03-10 14:20:18.870507,Want her customer successful type anything.
alert171625,txn10071625,unusual_time,2024-07-11 16:24:05.357142,True,2024-07-11 22:24:05.357142,Knowledge seat job even run maintain system.
alert108769,txn10008769,unusual_time,2025-07-04 22:01:00.336711,False,,Yet bank magazine.
alert176438,txn10076438,frequent_failure,2024-10-23 07:38:27.913052,True,2024-10-24 22:38:27.913052,Ability media treatment firm.
alert113367,txn10013367,suspicious_login,2024-04-10 05:53:25.187074,True,2024-04-11 01:53:25.187074,Born movie quality whole than.
alert126225,txn10026225,frequent_failure,2025-04-30 13:42:25.282913,True,2025-05-02 20:42:25.282913,Hair only avoid audience civil chance choose.
alert149193,txn10049193,suspicious_login,2024-02-19 18:43:22.151764,True,2024-02-22 02:43:22.151764,While address option future.
alert142317,txn10042317,suspicious_login,2025-01-05 01:20:29.545045,True,2025-01-05 16:20:29.545045,Herself though notice several miss manager.
alert128368,txn10028368,unusual_amount,2024-07-20 01:40:06.995442,True,2024-07-20 08:40:06.995442,Fact population claim real fund eight field role.
alert162375,txn10062375,unusual_amount,2024-05-13 10:43:36.868809,True,2024-05-14 13:43:36.868809,Many money wear.
alert149285,txn10049285,unusual_amount,2025-07-27 23:58:41.909942,True,2025-07-28 03:58:41.909942,Central yet town it door be.
alert178432,txn10078432,suspicious_login,2025-06-28 18:46:52.948815,True,2025-06-30 06:46:52.948815,Natural out start inside goal student hair.
alert133224,txn10033224,frequent_failure,2025-07-13 01:48:18.562753,True,2025-07-13 17:48:18.562753,Certain decide individual prevent guess.
alert199274,txn10099274,unusual_amount,2025-07-22 06:46:39.687201,True,2025-07-24 08:46:39.687201,Reduce shoulder should how few little part.
alert150111,txn10050111,suspicious_login,2025-07-06 23:11:19.669156,True,2025-07-09 20:11:19.669156,Then side herself everyone.
alert179792,txn10079792,frequent_failure,2024-12-27 01:55:30.751790,False,,Reveal involve eat necessary research turn address.
alert163679,txn10063679,unusual_amount,2022-12-28 19:03:58.688986,True,2022-12-29 01:03:58.688986,Possible skill side computer face.
alert169635,txn10069635,suspicious_login,2023-07-23 19:51:15.409401,True,2023-07-24 05:51:15.409401,Even behind pretty group TV soldier.
alert109438,txn10009438,frequent_failure,2024-11-26 19:32:40.075919,True,2024-11-28 02:32:40.075919,Hear cut east that teach yeah.
alert131259,txn10031259,frequent_failure,2025-06-30 21:28:38.978201,True,2025-07-01 01:28:38.978201,Company reason new staff.
alert118610,txn10018610,suspicious_login,2024-05-24 15:40:24.515637,True,2024-05-25 09:40:24.515637,Television nor thus thing.
alert174508,txn10074508,unusual_time,2025-08-05 06:40:13.211945,True,2025-08-06 08:06:42.041627,Piece clear late.
alert159859,txn10059859,frequent_failure,2025-06-28 13:05:32.897101,True,2025-06-30 21:05:32.897101,Operation exactly table bed arm cover.
alert175845,txn10075845,unusual_time,2025-05-29 04:13:28.497693,True,2025-05-31 08:13:28.497693,Maintain small serve daughter.
alert112680,txn10012680,unusual_time,2025-04-03 21:01:42.157012,True,2025-04-06 21:01:42.157012,Simply security support defense street whom our list.
alert103783,txn10003783,unusual_time,2024-01-15 08:02:01.452266,True,2024-01-18 04:02:01.452266,Financial though especially affect people.
alert109146,txn10009146,frequent_failure,2024-05-27 21:07:22.017333,True,2024-05-30 05:07:22.017333,Health my a form.
alert116144,txn10016144,unusual_amount,2025-04-13 11:31:01.411537,True,2025-04-13 14:31:01.411537,Southern plan leg party admit mean pretty need.
alert148570,txn10048570,frequent_failure,2025-07-24 19:28:39.568348,True,2025-07-27 12:28:39.568348,Particularly just just put worker owner.
alert146362,txn10046362,suspicious_login,2022-09-11 00:23:14.307841,True,2022-09-13 15:23:14.307841,Value public realize provide raise fine level.
alert127272,txn10027272,unusual_amount,2025-01-01 10:55:29.378104,True,2025-01-02 07:55:29.378104,Thus number program note ahead heavy responsibility.
alert155956,txn10055956,frequent_failure,2023-09-21 19:15:26.908026,True,2023-09-22 08:15:26.908026,Security operation charge get side.
alert177634,txn10077634,suspicious_login,2024-03-04 13:55:48.839634,True,2024-03-06 12:55:48.839634,Morning hard against quickly there skill.
alert160891,txn10060891,unusual_time,2024-11-15 10:06:41.292021,True,2024-11-17 20:06:41.292021,Improve yard success own carry know life.
alert196997,txn10096997,suspicious_login,2025-07-03 12:04:07.609385,True,2025-07-04 01:04:07.609385,Chair involve return a under lead.
alert143074,txn10043074,suspicious_login,2022-08-19 05:40:41.562758,True,2022-08-19 20:40:41.562758,High product event.
alert172825,txn10072825,frequent_failure,2025-05-06 11:59:09.501825,True,2025-05-07 12:59:09.501825,Man child sound.
alert188974,txn10088974,unusual_time,2025-07-07 13:26:37.093780,True,2025-07-08 14:26:37.093780,Me person citizen alone.
alert162427,txn10062427,unusual_amount,2025-07-26 22:33:01.503834,True,2025-07-28 02:33:01.503834,While force party friend heart.
alert141990,txn10041990,suspicious_login,2025-08-04 09:40:01.525491,True,2025-08-04 22:40:01.525491,Bill opportunity body common hotel challenge.
alert179871,txn10079871,unusual_amount,2025-05-21 08:37:10.015539,False,,Little ball successful successful agency.
alert193003,txn10093003,unusual_time,2025-05-11 06:05:16.876817,True,2025-05-13 08:05:16.876817,Standard consumer Mrs college middle region.
alert114499,txn10014499,suspicious_login,2024-09-15 20:04:20.462676,True,2024-09-16 13:04:20.462676,Meeting sport unit direction but budget road.
alert133148,txn10033148,suspicious_login,2025-05-25 10:17:14.061112,True,2025-05-28 05:17:14.061112,Detail far movement much.
alert141208,txn10041208,unusual_time,2025-05-13 13:37:59.860389,False,,Huge note different remember exist.
alert115059,txn10015059,frequent_failure,2025-04-15 03:17:57.771770,True,2025-04-17 02:17:57.771770,Goal opportunity now cause affect continue difference end.
alert146315,txn10046315,unusual_amount,2025-06-25 16:11:59.443002,True,2025-06-27 19:11:59.443002,Move medical modern family campaign rest.
alert122532,txn10022532,unusual_time,2025-07-05 07:57:46.527066,True,2025-07-06 10:57:46.527066,Will science represent century happy read weight.
alert188762,txn10088762,unusual_time,2025-06-14 18:29:13.006367,True,2025-06-16 20:29:13.006367,Manage affect Mr town discussion.
alert147033,txn10047033,unusual_time,2025-04-10 12:21:47.204241,True,2025-04-12 14:21:47.204241,Again baby activity to fast ago have.
alert171641,txn10071641,suspicious_login,2025-03-31 09:42:23.416932,True,2025-04-02 19:42:23.416932,Pattern similar enjoy too at fight.
alert174985,txn10074985,frequent_failure,2023-09-21 19:22:48.555783,True,2023-09-22 21:22:48.555783,Animal sea carry crime certain by player but.
alert165963,txn10065963,unusual_amount,2025-02-10 07:36:36.330561,True,2025-02-12 14:36:36.330561,Hotel catch where would.
alert106410,txn10006410,suspicious_login,2023-11-30 11:16:22.195758,True,2023-12-02 17:16:22.195758,Season spend save coach say staff card so.
